NOC,Year,Sport,Total,Gold,Silver,Bronze
NZL,1972,Cycling,0,0,0,0
NZL,1972,Gymnastics,0,0,0,0
NZL,1972,Hockey,0,0,0,0
NZL,1972,Judo,0,0,0,0
NZL,1972,Rowing,13,9,4,0
NZL,1972,Sailing,0,0,0,0
NZL,1972,Shooting,0,0,0,0
NZL,1972,Swimming,0,0,0,0
NZL,1972,Weightlifting,0,0,0,0
NZL,1972,Wrestling,0,0,0,0
NZL,1976,Athletics,2,1,1,0
NZL,1976,Boxing,0,0,0,0
NZL,1976,Canoeing,0,0,0,0
NZL,1976,Cycling,0,0,0,0
NZL,1976,Diving,0,0,0,0
NZL,1976,Equestrianism,0,0,0,0
NZL,1976,Hockey,14,14,0,0
NZL,1976,Rowing,9,0,0,9
NZL,1976,Sailing,0,0,0,0
NZL,1976,Shooting,0,0,0,0
NZL,1976,Swimming,0,0,0,0
NZL,1976,Weightlifting,0,0,0,0
NZL,1976,Wrestling,0,0,0,0
NZL,1980,Canoeing,0,0,0,0
NZL,1980,Modern Pentathlon,0,0,0,0
NZL,1984,Archery,0,0,0,0
NZL,1984,Athletics,0,0,0,0
NZL,1984,Boxing,1,0,1,0
NZL,1984,Canoeing,7,7,0,0
NZL,1984,Cycling,0,0,0,0
NZL,1984,Diving,0,0,0,0
NZL,1984,Equestrianism,1,1,0,0
NZL,1984,Fencing,0,0,0,0
NZL,1984,Hockey,0,0,0,0
NZL,1984,Judo,0,0,0,0
NZL,1984,Rhythmic Gymnastics,0,0,0,0
NZL,1984,Rowing,9,4,0,5
NZL,1984,Sailing,4,3,0,1
NZL,1984,Shooting,0,0,0,0
NZL,1984,Swimming,0,0,0,0
NZL,1984,Synchronized Swimming,0,0,0,0
NZL,1984,Weightlifting,0,0,0,0
NZL,1984,Wrestling,0,0,0,0
NZL,1988,Archery,0,0,0,0
NZL,1988,Athletics,0,0,0,0
NZL,1988,Canoeing,3,1,1,1
NZL,1988,Cycling,0,0,0,0
NZL,1988,Equestrianism,2,1,0,1
NZL,1988,Fencing,0,0,0,0
NZL,1988,Judo,0,0,0,0
NZL,1988,Rhythmic Gymnastics,0,0,0,0
NZL,1988,Rowing,7,0,0,7
NZL,1988,Sailing,4,1,2,1
NZL,1988,Shooting,0,0,0,0
NZL,1988,Swimming,2,0,0,2
NZL,1988,Table Tennis,0,0,0,0
NZL,1988,Tennis,0,0,0,0
NZL,1988,Weightlifting,0,0,0,0
NZL,1988,Wrestling,0,0,0,0
NZL,1992,Archery,0,0,0,0
NZL,1992,Athletics,1,0,0,1
NZL,1992,Badminton,0,0,0,0
NZL,1992,Boxing,1,0,0,1
NZL,1992,Canoeing,0,0,0,0
NZL,1992,Cycling,1,0,0,1
NZL,1992,Diving,0,0,0,0
NZL,1992,Equestrianism,2,0,1,1
NZL,1992,Fencing,0,0,0,0
NZL,1992,Hockey,0,0,0,0
NZL,1992,Judo,0,0,0,0
NZL,1992,Rowing,0,0,0,0
NZL,1992,Sailing,6,1,4,1
NZL,1992,Shooting,0,0,0,0
NZL,1992,Swimming,1,0,1,0
NZL,1992,Table Tennis,0,0,0,0
NZL,1992,Wrestling,0,0,0,0
NZL,1996,Archery,0,0,0,0
NZL,1996,Athletics,0,0,0,0
NZL,1996,Badminton,0,0,0,0
NZL,1996,Beach Volleyball,0,0,0,0
NZL,1996,Boxing,0,0,0,0
NZL,1996,Canoeing,0,0,0,0
NZL,1996,Cycling,0,0,0,0
NZL,1996,Equestrianism,3,1,1,1
NZL,1996,Judo,0,0,0,0
NZL,1996,Rowing,0,0,0,0
NZL,1996,Sailing,1,0,1,0
NZL,1996,Shooting,0,0,0,0
NZL,1996,Swimming,2,2,0,0
NZL,1996,Table Tennis,0,0,0,0
NZL,1996,Tennis,0,0,0,0
NZL,2000,Archery,0,0,0,0
NZL,2000,Athletics,0,0,0,0
NZL,2000,Basketball,0,0,0,0
NZL,2000,Boxing,0,0,0,0
NZL,2000,Cycling,0,0,0,0
NZL,2000,Equestrianism,1,0,0,1
NZL,2000,Gymnastics,0,0,0,0
NZL,2000,Hockey,0,0,0,0
NZL,2000,Judo,0,0,0,0
NZL,2000,Rowing,1,1,0,0
NZL,2000,Sailing,2,0,0,2
NZL,2000,Shooting,0,0,0,0
NZL,2000,Softball,0,0,0,0
NZL,2000,Swimming,0,0,0,0
NZL,2000,Table Tennis,0,0,0,0
NZL,2000,Triathlon,0,0,0,0
NZL,2000,Weightlifting,0,0,0,0
NZL,2000,Wrestling,0,0,0,0
NZL,2004,Archery,0,0,0,0
NZL,2004,Athletics,0,0,0,0
NZL,2004,Badminton,0,0,0,0
NZL,2004,Basketball,0,0,0,0
NZL,2004,Boxing,0,0,0,0
NZL,2004,Canoeing,1,0,1,0
NZL,2004,Cycling,1,1,0,0
NZL,2004,Equestrianism,0,0,0,0
NZL,2004,Fencing,0,0,0,0
NZL,2004,Hockey,0,0,0,0
NZL,2004,Judo,0,0,0,0
NZL,2004,Rowing,2,2,0,0
NZL,2004,Sailing,0,0,0,0
NZL,2004,Shooting,0,0,0,0
NZL,2004,Swimming,0,0,0,0
NZL,2004,Table Tennis,0,0,0,0
NZL,2004,Taekwondo,0,0,0,0
NZL,2004,Triathlon,2,1,1,0
NZL,2008,Athletics,2,1,1,0
NZL,2008,Badminton,0,0,0,0
NZL,2008,Basketball,0,0,0,0
NZL,2008,Canoeing,0,0,0,0
NZL,2008,Cycling,2,0,1,1
NZL,2008,Equestrianism,0,0,0,0
NZL,2008,Football,0,0,0,0
NZL,2008,Hockey,0,0,0,0
NZL,2008,Rowing,4,2,0,2
NZL,2008,Sailing,1,1,0,0
NZL,2008,Shooting,0,0,0,0
NZL,2008,Swimming,0,0,0,0
NZL,2008,Synchronized Swimming,0,0,0,0
NZL,2008,Taekwondo,0,0,0,0
NZL,2008,Tennis,0,0,0,0
NZL,2008,Triathlon,1,0,0,1
NZL,2008,Weightlifting,0,0,0,0
NZL,2012,Athletics,1,1,0,0
NZL,2012,Boxing,0,0,0,0
NZL,2012,Canoeing,1,1,0,0
NZL,2012,Cycling,3,0,1,2
NZL,2012,Equestrianism,1,0,0,1
NZL,2012,Football,0,0,0,0
NZL,2012,Hockey,0,0,0,0
NZL,2012,Judo,0,0,0,0
NZL,2012,Rowing,7,4,0,3
NZL,2012,Sailing,4,2,2,0
NZL,2012,Shooting,0,0,0,0
NZL,2012,Swimming,0,0,0,0
NZL,2012,Taekwondo,0,0,0,0
NZL,2012,Tennis,0,0,0,0
NZL,2012,Triathlon,0,0,0,0
NZL,2012,Weightlifting,0,0,0,0
NZL,2016,Athletics,4,0,1,3
NZL,2016,Canoeing,3,1,1,1
NZL,2016,Cycling,1,0,1,0
NZL,2016,Diving,0,0,0,0
NZL,2016,Equestrianism,0,0,0,0
NZL,2016,Football,0,0,0,0
NZL,2016,Golf,1,0,1,0
NZL,2016,Gymnastics,0,0,0,0
NZL,2016,Hockey,0,0,0,0
NZL,2016,Judo,0,0,0,0
NZL,2016,Rowing,3,2,1,0
NZL,2016,Rugby Sevens,12,0,12,0
NZL,2016,Sailing,7,2,4,1
NZL,2016,Shooting,1,0,1,0
NZL,2016,Swimming,0,0,0,0
NZL,2016,Taekwondo,0,0,0,0
NZL,2016,Tennis,0,0,0,0
NZL,2016,Trampolining,0,0,0,0
NZL,2016,Triathlon,0,0,0,0
NZL,2016,Weightlifting,0,0,0,0
NZL,2020,Artistic Gymnastics,0,0,0,0
NZL,2020,Athletics,2,0,0,2
NZL,2020,Boxing,1,0,0,1
NZL,2020,Canoe Slalom,0,0,0,0
NZL,2020,Canoe Sprint,3,3,0,0
NZL,2020,Cycling BMX Racing,0,0,0,0
NZL,2020,Cycling Mountain Bike,0,0,0,0
NZL,2020,Cycling Road,0,0,0,0
NZL,2020,Cycling Track,2,0,2,0
NZL,2020,Diving,0,0,0,0
NZL,2020,Equestrian,0,0,0,0
NZL,2020,Football,0,0,0,0
NZL,2020,Golf,1,0,0,1
NZL,2020,Hockey,0,0,0,0
NZL,2020,Karate,0,0,0,0
NZL,2020,Rowing,5,3,2,0
NZL,2020,Rugby Sevens,2,1,1,0
NZL,2020,Sailing,1,0,1,0
NZL,2020,Shooting,0,0,0,0
NZL,2020,Surfing,0,0,0,0
NZL,2020,Swimming,0,0,0,0
NZL,2020,Taekwondo,0,0,0,0
NZL,2020,Tennis,1,0,0,1
NZL,2020,Trampoline Gymnastics,1,0,0,1
NZL,2020,Triathlon,1,0,0,1
NZL,2020,Weightlifting,0,0,0,0
NZL,2024,Artistic Gymnastics,0,0,0,0
NZL,2024,Artistic Swimming,0,0,0,0
NZL,2024,Athletics,2,1,1,0
NZL,2024,Canoe Slalom,1,1,0,0
NZL,2024,Canoe Sprint,7,7,0,0
NZL,2024,Cycling BMX Racing,0,0,0,0
NZL,2024,Cycling Mountain Bike,0,0,0,0
NZL,2024,Cycling Road,0,0,0,0
NZL,2024,Cycling Track,5,2,2,1
NZL,2024,Diving,0,0,0,0
NZL,2024,Equestrian,0,0,0,0
NZL,2024,Football,0,0,0,0
NZL,2024,Golf,1,1,0,0
NZL,2024,Hockey,0,0,0,0
NZL,2024,Judo,0,0,0,0
NZL,2024,Rowing,11,2,5,4
NZL,2024,Rugby Sevens,12,12,0,0
NZL,2024,Sailing,4,0,2,2
NZL,2024,Shooting,0,0,0,0
NZL,2024,Sport Climbing,0,0,0,0
NZL,2024,Surfing,0,0,0,0
NZL,2024,Swimming,0,0,0,0
NZL,2024,Tennis,0,0,0,0
NZL,2024,Trampoline Gymnastics,0,0,0,0
NZL,2024,Triathlon,1,0,1,0
NZL,2024,Weightlifting,0,0,0,0
NZL,2024,Wrestling,0,0,0,0
OMA,1984,Athletics,0,0,0,0
OMA,1984,Sailing,0,0,0,0
OMA,1984,Shooting,0,0,0,0
OMA,1988,Athletics,0,0,0,0
OMA,1988,Boxing,0,0,0,0
OMA,1988,Shooting,0,0,0,0
OMA,1992,Athletics,0,0,0,0
OMA,1992,Shooting,0,0,0,0
OMA,1996,Athletics,0,0,0,0
OMA,1996,Cycling,0,0,0,0
OMA,1996,Shooting,0,0,0,0
OMA,1996,Swimming,0,0,0,0
OMA,2000,Athletics,0,0,0,0
OMA,2000,Shooting,0,0,0,0
OMA,2000,Swimming,0,0,0,0
OMA,2004,Athletics,0,0,0,0
OMA,2004,Shooting,0,0,0,0
OMA,2008,Athletics,0,0,0,0
OMA,2008,Shooting,0,0,0,0
OMA,2008,Swimming,0,0,0,0
OMA,2012,Athletics,0,0,0,0
OMA,2012,Shooting,0,0,0,0
OMA,2016,Athletics,0,0,0,0
OMA,2016,Shooting,0,0,0,0
OMA,2020,Athletics,0,0,0,0
OMA,2020,Shooting,0,0,0,0
OMA,2020,Swimming,0,0,0,0
OMA,2020,Weightlifting,0,0,0,0
OMA,2024,Athletics,0,0,0,0
OMA,2024,Shooting,0,0,0,0
OMA,2024,Swimming,0,0,0,0
PAK,1948,Athletics,0,0,0,0
PAK,1948,Boxing,0,0,0,0
PAK,1948,Cycling,0,0,0,0
PAK,1948,Hockey,0,0,0,0
PAK,1948,Swimming,0,0,0,0
PAK,1948,Weightlifting,0,0,0,0
PAK,1952,Athletics,0,0,0,0
PAK,1952,Boxing,0,0,0,0
PAK,1952,Cycling,0,0,0,0
PAK,1952,Hockey,0,0,0,0
PAK,1952,Shooting,0,0,0,0
PAK,1952,Swimming,0,0,0,0
PAK,1952,Weightlifting,0,0,0,0
PAK,1956,Athletics,0,0,0,0
PAK,1956,Boxing,0,0,0,0
PAK,1956,Cycling,0,0,0,0
PAK,1956,Hockey,14,0,14,0
PAK,1956,Shooting,0,0,0,0
PAK,1956,Swimming,0,0,0,0
PAK,1956,Weightlifting,0,0,0,0
PAK,1956,Wrestling,0,0,0,0
PAK,1960,Athletics,0,0,0,0
PAK,1960,Boxing,0,0,0,0
PAK,1960,Cycling,0,0,0,0
PAK,1960,Hockey,13,13,0,0
PAK,1960,Shooting,0,0,0,0
PAK,1960,Weightlifting,0,0,0,0
PAK,1960,Wrestling,1,0,0,1
PAK,1964,Athletics,0,0,0,0
PAK,1964,Boxing,0,0,0,0
PAK,1964,Cycling,0,0,0,0
PAK,1964,Hockey,16,0,16,0
PAK,1964,Shooting,0,0,0,0
PAK,1964,Weightlifting,0,0,0,0
PAK,1964,Wrestling,0,0,0,0
PAK,1968,Hockey,13,13,0,0
PAK,1968,Wrestling,0,0,0,0
PAK,1972,Athletics,0,0,0,0
PAK,1972,Boxing,0,0,0,0
PAK,1972,Hockey,15,0,15,0
PAK,1972,Weightlifting,0,0,0,0
PAK,1972,Wrestling,0,0,0,0
PAK,1976,Athletics,0,0,0,0
PAK,1976,Boxing,0,0,0,0
PAK,1976,Hockey,16,0,0,16
PAK,1976,Weightlifting,0,0,0,0
PAK,1976,Wrestling,0,0,0,0
PAK,1984,Athletics,0,0,0,0
PAK,1984,Boxing,0,0,0,0
PAK,1984,Hockey,16,16,0,0
PAK,1984,Sailing,0,0,0,0
PAK,1984,Wrestling,0,0,0,0
PAK,1988,Athletics,0,0,0,0
PAK,1988,Boxing,1,0,0,1
PAK,1988,Hockey,0,0,0,0
PAK,1988,Sailing,0,0,0,0
PAK,1988,Table Tennis,0,0,0,0
PAK,1988,Wrestling,0,0,0,0
PAK,1992,Athletics,0,0,0,0
PAK,1992,Boxing,0,0,0,0
PAK,1992,Hockey,16,0,0,16
PAK,1992,Sailing,0,0,0,0
PAK,1992,Wrestling,0,0,0,0
PAK,1996,Athletics,0,0,0,0
PAK,1996,Boxing,0,0,0,0
PAK,1996,Hockey,0,0,0,0
PAK,1996,Swimming,0,0,0,0
PAK,1996,Wrestling,0,0,0,0
PAK,2000,Athletics,0,0,0,0
PAK,2000,Boxing,0,0,0,0
PAK,2000,Hockey,0,0,0,0
PAK,2000,Rowing,0,0,0,0
PAK,2000,Shooting,0,0,0,0
PAK,2000,Swimming,0,0,0,0
PAK,2004,Athletics,0,0,0,0
PAK,2004,Boxing,0,0,0,0
PAK,2004,Hockey,0,0,0,0
PAK,2004,Shooting,0,0,0,0
PAK,2004,Swimming,0,0,0,0
PAK,2008,Athletics,0,0,0,0
PAK,2008,Hockey,0,0,0,0
PAK,2008,Shooting,0,0,0,0
PAK,2008,Swimming,0,0,0,0
PAK,2012,Athletics,0,0,0,0
PAK,2012,Hockey,0,0,0,0
PAK,2012,Shooting,0,0,0,0
PAK,2012,Swimming,0,0,0,0
PAK,2016,Athletics,0,0,0,0
PAK,2016,Judo,0,0,0,0
PAK,2016,Shooting,0,0,0,0
PAK,2016,Swimming,0,0,0,0
PAK,2020,Athletics,0,0,0,0
PAK,2020,Badminton,0,0,0,0
PAK,2020,Judo,0,0,0,0
PAK,2020,Shooting,0,0,0,0
PAK,2020,Swimming,0,0,0,0
PAK,2020,Weightlifting,0,0,0,0
PAK,2024,Athletics,1,1,0,0
PAK,2024,Shooting,0,0,0,0
PAK,2024,Swimming,0,0,0,0
PAN,1928,Swimming,0,0,0,0
PAN,1948,Athletics,2,0,0,2
PAN,1952,Weightlifting,0,0,0,0
PAN,1960,Athletics,0,0,0,0
PAN,1960,Weightlifting,0,0,0,0
PAN,1960,Wrestling,0,0,0,0
PAN,1964,Athletics,0,0,0,0
PAN,1964,Boxing,0,0,0,0
PAN,1964,Judo,0,0,0,0
PAN,1964,Weightlifting,0,0,0,0
PAN,1964,Wrestling,0,0,0,0
PAN,1968,Basketball,0,0,0,0
PAN,1968,Weightlifting,0,0,0,0
PAN,1968,Wrestling,0,0,0,0
PAN,1972,Athletics,0,0,0,0
PAN,1972,Boxing,0,0,0,0
PAN,1972,Weightlifting,0,0,0,0
PAN,1972,Wrestling,0,0,0,0
PAN,1976,Athletics,0,0,0,0
PAN,1976,Judo,0,0,0,0
PAN,1976,Swimming,0,0,0,0
PAN,1976,Weightlifting,0,0,0,0
PAN,1976,Wrestling,0,0,0,0
PAN,1984,Athletics,0,0,0,0
PAN,1984,Fencing,0,0,0,0
PAN,1984,Swimming,0,0,0,0
PAN,1984,Weightlifting,0,0,0,0
PAN,1984,Wrestling,0,0,0,0
PAN,1988,Swimming,0,0,0,0
PAN,1988,Weightlifting,0,0,0,0
PAN,1988,Wrestling,0,0,0,0
PAN,1992,Athletics,0,0,0,0
PAN,1992,Swimming,0,0,0,0
PAN,1992,Weightlifting,0,0,0,0
PAN,1992,Wrestling,0,0,0,0
PAN,1996,Athletics,0,0,0,0
PAN,1996,Canoeing,0,0,0,0
PAN,1996,Shooting,0,0,0,0
PAN,1996,Swimming,0,0,0,0
PAN,1996,Weightlifting,0,0,0,0
PAN,1996,Wrestling,0,0,0,0
PAN,2000,Athletics,0,0,0,0
PAN,2000,Judo,0,0,0,0
PAN,2000,Shooting,0,0,0,0
PAN,2000,Swimming,0,0,0,0
PAN,2000,Weightlifting,0,0,0,0
PAN,2004,Athletics,0,0,0,0
PAN,2004,Swimming,0,0,0,0
PAN,2008,Athletics,1,1,0,0
PAN,2008,Fencing,0,0,0,0
PAN,2008,Swimming,0,0,0,0
PAN,2012,Athletics,0,0,0,0
PAN,2012,Boxing,0,0,0,0
PAN,2012,Judo,0,0,0,0
PAN,2012,Swimming,0,0,0,0
PAN,2012,Taekwondo,0,0,0,0
PAN,2016,Athletics,0,0,0,0
PAN,2016,Boxing,0,0,0,0
PAN,2016,Fencing,0,0,0,0
PAN,2016,Gymnastics,0,0,0,0
PAN,2016,Shooting,0,0,0,0
PAN,2016,Swimming,0,0,0,0
PAN,2016,Taekwondo,0,0,0,0
PAN,2020,Athletics,0,0,0,0
PAN,2020,Boxing,0,0,0,0
PAN,2020,Cycling Road,0,0,0,0
PAN,2020,Judo,0,0,0,0
PAN,2020,Swimming,0,0,0,0
PAN,2024,Artistic Gymnastics,0,0,0,0
PAN,2024,Athletics,0,0,0,0
PAN,2024,Boxing,1,0,1,0
PAN,2024,Cycling Road,0,0,0,0
PAN,2024,Judo,0,0,0,0
PAN,2024,Swimming,0,0,0,0
PAR,1968,Fencing,0,0,0,0
PAR,1972,Athletics,0,0,0,0
PAR,1972,Shooting,0,0,0,0
PAR,1976,Athletics,0,0,0,0
PAR,1976,Fencing,0,0,0,0
PAR,1976,Shooting,0,0,0,0
PAR,1976,Swimming,0,0,0,0
PAR,1984,Athletics,0,0,0,0
PAR,1984,Boxing,0,0,0,0
PAR,1984,Judo,0,0,0,0
PAR,1984,Shooting,0,0,0,0
PAR,1988,Athletics,0,0,0,0
PAR,1988,Boxing,0,0,0,0
PAR,1988,Fencing,0,0,0,0
PAR,1988,Judo,0,0,0,0
PAR,1988,Tennis,0,0,0,0
PAR,1992,Athletics,0,0,0,0
PAR,1992,Fencing,0,0,0,0
PAR,1992,Football,0,0,0,0
PAR,1992,Judo,0,0,0,0
PAR,1992,Swimming,0,0,0,0
PAR,1992,Tennis,0,0,0,0
PAR,1996,Athletics,0,0,0,0
PAR,1996,Fencing,0,0,0,0
PAR,1996,Judo,0,0,0,0
PAR,1996,Sailing,0,0,0,0
PAR,1996,Swimming,0,0,0,0
PAR,2000,Athletics,0,0,0,0
PAR,2000,Swimming,0,0,0,0
PAR,2000,Tennis,0,0,0,0
PAR,2004,Athletics,0,0,0,0
PAR,2004,Football,17,0,17,0
PAR,2004,Rowing,0,0,0,0
PAR,2004,Swimming,0,0,0,0
PAR,2008,Athletics,0,0,0,0
PAR,2008,Sailing,0,0,0,0
PAR,2008,Shooting,0,0,0,0
PAR,2008,Swimming,0,0,0,0
PAR,2008,Table Tennis,0,0,0,0
PAR,2012,Athletics,0,0,0,0
PAR,2012,Judo,0,0,0,0
PAR,2012,Rowing,0,0,0,0
PAR,2012,Swimming,0,0,0,0
PAR,2012,Table Tennis,0,0,0,0
PAR,2012,Tennis,0,0,0,0
PAR,2016,Athletics,0,0,0,0
PAR,2016,Golf,0,0,0,0
PAR,2016,Rowing,0,0,0,0
PAR,2016,Shooting,0,0,0,0
PAR,2016,Swimming,0,0,0,0
PAR,2016,Table Tennis,0,0,0,0
PAR,2016,Tennis,0,0,0,0
PAR,2020,Athletics,0,0,0,0
PAR,2020,Cycling Road,0,0,0,0
PAR,2020,Golf,0,0,0,0
PAR,2020,Rowing,0,0,0,0
PAR,2020,Swimming,0,0,0,0
PAR,2020,Tennis,0,0,0,0
PAR,2024,Athletics,0,0,0,0
PAR,2024,Beach Volleyball,0,0,0,0
PAR,2024,Football,0,0,0,0
PAR,2024,Golf,0,0,0,0
PAR,2024,Judo,0,0,0,0
PAR,2024,Rowing,0,0,0,0
PAR,2024,Swimming,0,0,0,0
PER,1900,Fencing,0,0,0,0
PER,1932,Art Competitions,0,0,0,0
PER,1936,Athletics,0,0,0,0
PER,1936,Basketball,0,0,0,0
PER,1936,Cycling,0,0,0,0
PER,1936,Diving,0,0,0,0
PER,1936,Football,0,0,0,0
PER,1936,Modern Pentathlon,0,0,0,0
PER,1936,Shooting,0,0,0,0
PER,1936,Swimming,0,0,0,0
PER,1948,Athletics,0,0,0,0
PER,1948,Basketball,0,0,0,0
PER,1948,Boxing,0,0,0,0
PER,1948,Cycling,0,0,0,0
PER,1948,Fencing,0,0,0,0
PER,1948,Shooting,1,1,0,0
PER,1948,Weightlifting,0,0,0,0
PER,1956,Shooting,0,0,0,0
PER,1960,Football,0,0,0,0
PER,1960,Rowing,0,0,0,0
PER,1960,Shooting,0,0,0,0
PER,1964,Athletics,0,0,0,0
PER,1964,Basketball,0,0,0,0
PER,1964,Cycling,0,0,0,0
PER,1964,Shooting,0,0,0,0
PER,1964,Swimming,0,0,0,0
PER,1968,Athletics,0,0,0,0
PER,1968,Boxing,0,0,0,0
PER,1968,Fencing,0,0,0,0
PER,1968,Rowing,0,0,0,0
PER,1968,Shooting,0,0,0,0
PER,1968,Swimming,0,0,0,0
PER,1968,Volleyball,0,0,0,0
PER,1968,Weightlifting,0,0,0,0
PER,1972,Athletics,0,0,0,0
PER,1972,Boxing,0,0,0,0
PER,1972,Cycling,0,0,0,0
PER,1972,Fencing,0,0,0,0
PER,1972,Shooting,0,0,0,0
PER,1972,Swimming,0,0,0,0
PER,1972,Wrestling,0,0,0,0
PER,1976,Athletics,0,0,0,0
PER,1976,Volleyball,0,0,0,0
PER,1980,Athletics,0,0,0,0
PER,1980,Shooting,0,0,0,0
PER,1980,Swimming,0,0,0,0
PER,1980,Volleyball,0,0,0,0
PER,1980,Wrestling,0,0,0,0
PER,1984,Athletics,0,0,0,0
PER,1984,Cycling,0,0,0,0
PER,1984,Equestrianism,0,0,0,0
PER,1984,Judo,0,0,0,0
PER,1984,Rowing,0,0,0,0
PER,1984,Shooting,1,0,1,0
PER,1984,Swimming,0,0,0,0
PER,1984,Volleyball,0,0,0,0
PER,1984,Weightlifting,0,0,0,0
PER,1984,Wrestling,0,0,0,0
PER,1988,Athletics,0,0,0,0
PER,1988,Shooting,0,0,0,0
PER,1988,Swimming,0,0,0,0
PER,1988,Table Tennis,0,0,0,0
PER,1988,Volleyball,12,0,12,0
PER,1988,Weightlifting,0,0,0,0
PER,1988,Wrestling,0,0,0,0
PER,1992,Athletics,0,0,0,0
PER,1992,Canoeing,0,0,0,0
PER,1992,Cycling,0,0,0,0
PER,1992,Modern Pentathlon,0,0,0,0
PER,1992,Shooting,1,0,1,0
PER,1992,Swimming,0,0,0,0
PER,1992,Table Tennis,0,0,0,0
PER,1992,Tennis,0,0,0,0
PER,1992,Weightlifting,0,0,0,0
PER,1996,Athletics,0,0,0,0
PER,1996,Badminton,0,0,0,0
PER,1996,Boxing,0,0,0,0
PER,1996,Shooting,0,0,0,0
PER,1996,Swimming,0,0,0,0
PER,1996,Table Tennis,0,0,0,0
PER,1996,Volleyball,0,0,0,0
PER,1996,Wrestling,0,0,0,0
PER,2000,Athletics,0,0,0,0
PER,2000,Diving,0,0,0,0
PER,2000,Judo,0,0,0,0
PER,2000,Sailing,0,0,0,0
PER,2000,Shooting,0,0,0,0
PER,2000,Swimming,0,0,0,0
PER,2000,Volleyball,0,0,0,0
PER,2004,Athletics,0,0,0,0
PER,2004,Badminton,0,0,0,0
PER,2004,Rowing,0,0,0,0
PER,2004,Sailing,0,0,0,0
PER,2004,Shooting,0,0,0,0
PER,2004,Swimming,0,0,0,0
PER,2004,Table Tennis,0,0,0,0
PER,2004,Tennis,0,0,0,0
PER,2004,Weightlifting,0,0,0,0
PER,2004,Wrestling,0,0,0,0
PER,2008,Athletics,0,0,0,0
PER,2008,Badminton,0,0,0,0
PER,2008,Fencing,0,0,0,0
PER,2008,Judo,0,0,0,0
PER,2008,Sailing,0,0,0,0
PER,2008,Shooting,0,0,0,0
PER,2008,Swimming,0,0,0,0
PER,2008,Taekwondo,0,0,0,0
PER,2008,Weightlifting,0,0,0,0
PER,2008,Wrestling,0,0,0,0
PER,2012,Athletics,0,0,0,0
PER,2012,Badminton,0,0,0,0
PER,2012,Judo,0,0,0,0
PER,2012,Rowing,0,0,0,0
PER,2012,Sailing,0,0,0,0
PER,2012,Shooting,0,0,0,0
PER,2012,Swimming,0,0,0,0
PER,2012,Taekwondo,0,0,0,0
PER,2012,Weightlifting,0,0,0,0
PER,2016,Athletics,0,0,0,0
PER,2016,Equestrianism,0,0,0,0
PER,2016,Gymnastics,0,0,0,0
PER,2016,Judo,0,0,0,0
PER,2016,Rowing,0,0,0,0
PER,2016,Sailing,0,0,0,0
PER,2016,Shooting,0,0,0,0
PER,2016,Swimming,0,0,0,0
PER,2016,Taekwondo,0,0,0,0
PER,2016,Weightlifting,0,0,0,0
PER,2016,Wrestling,0,0,0,0
PER,2020,Artistic Gymnastics,0,0,0,0
PER,2020,Athletics,0,0,0,0
PER,2020,Badminton,0,0,0,0
PER,2020,Boxing,0,0,0,0
PER,2020,Cycling Road,0,0,0,0
PER,2020,Fencing,0,0,0,0
PER,2020,Judo,0,0,0,0
PER,2020,Karate,0,0,0,0
PER,2020,Rowing,0,0,0,0
PER,2020,Sailing,0,0,0,0
PER,2020,Shooting,0,0,0,0
PER,2020,Skateboarding,0,0,0,0
PER,2020,Surfing,0,0,0,0
PER,2020,Swimming,0,0,0,0
PER,2020,Tennis,0,0,0,0
PER,2020,Weightlifting,0,0,0,0
PER,2020,Wrestling,0,0,0,0
PER,2024,Athletics,0,0,0,0
PER,2024,Badminton,0,0,0,0
PER,2024,Fencing,0,0,0,0
PER,2024,Judo,0,0,0,0
PER,2024,Marathon Swimming,0,0,0,0
PER,2024,Rowing,0,0,0,0
PER,2024,Sailing,1,0,0,1
PER,2024,Shooting,0,0,0,0
PER,2024,Surfing,0,0,0,0
PER,2024,Swimming,0,0,0,0
PHI,1924,Athletics,0,0,0,0
PHI,1928,Athletics,0,0,0,0
PHI,1928,Swimming,1,0,0,1
PHI,1932,Athletics,1,0,0,1
PHI,1932,Boxing,1,0,0,1
PHI,1932,Swimming,1,0,0,1
PHI,1936,Athletics,1,0,0,1
PHI,1936,Basketball,0,0,0,0
PHI,1936,Boxing,0,0,0,0
PHI,1936,Shooting,0,0,0,0
PHI,1936,Swimming,0,0,0,0
PHI,1936,Wrestling,0,0,0,0
PHI,1948,Art Competitions,0,0,0,0
PHI,1948,Athletics,0,0,0,0
PHI,1948,Basketball,0,0,0,0
PHI,1948,Boxing,0,0,0,0
PHI,1948,Shooting,0,0,0,0
PHI,1948,Swimming,0,0,0,0
PHI,1948,Weightlifting,0,0,0,0
PHI,1948,Wrestling,0,0,0,0
PHI,1952,Athletics,0,0,0,0
PHI,1952,Basketball,0,0,0,0
PHI,1952,Boxing,0,0,0,0
PHI,1952,Shooting,0,0,0,0
PHI,1952,Swimming,0,0,0,0
PHI,1952,Weightlifting,0,0,0,0
PHI,1952,Wrestling,0,0,0,0
PHI,1956,Athletics,0,0,0,0
PHI,1956,Basketball,0,0,0,0
PHI,1956,Boxing,0,0,0,0
